UniqueID,State_ID,State,Dist_ID,District,PCA_T_Pop,PCA_Tot_M,PCA_Tot_F,PCA_Tot_SC,PCA_Tot_ST,PCA_Tot_Ur,PCA_Tot_Ru,C08_Tot_Ch,C08_Tot_M,C08_Tot_F,C08_Tot_SC,C08_Tot_ST,C08_Tot_Ur,C08_Tot_Ru,2016_Pop_s,2020_Pop_s
"157","21",Odisha,"395",Kalahandi,"1576869","787101","789768","286580","449456","121987","1454882","276516","139183","137333","53438","84874","19121","257395",1586793.000000000000000,1701171.999999999767169
"158","22",Chhattisgarh,"417",Bijapur,"255230","128663","126567","10122","204189","29600","225630","55872","29604","26268","1912","46968","5931","49941",214688.000000000000000,269689.000000000000000
"159","22",Chhattisgarh,"414",Bastar,"1413199","698487","714712","37963","931780","193494","1219705","259679","130185","129494","6597","180958","29276","230403",1595565.000000000000000,1620206.000000000000000
"160","22",Chhattisgarh,"415",Narayanpur,"139820","70104","69716","4979","108161","22106","117714","30669","15643","15026","1002","25222","4031","26638",112905.000000000000000,144636.000000000000000
"161","22",Chhattisgarh,"411",Mahasamund,"1032754","511967","520787","139581","279896","120152","912602","172114","86736","85378","25995","48311","18992","153122",1104891.000000000000000,1103008.000000000000000
"162","22",Chhattisgarh,"413",Uttar Bastar Kanker,"748941","373338","375603","31543","414770","76761","672180","127669","64513","63156","4961","73428","11723","115946",643270.000000000116415,831157.000000000000000
"163","22",Chhattisgarh,"412",Dhamtari,"799781","397897","401884","58581","207633","149195","650586","132379","65972","66407","10423","33244","23081","109298",815193.999999999883585,849008.000000000000000
"164","22",Chhattisgarh,"405",Janjgir-Champa,"1619707","815717","803990","397908","187196","225061","1394646","292591","148184","144407","77560","34266","36172","256419",1472344.000000000000000,1846751.000000000000000
"165","22",Chhattisgarh,"409",Durg,"3343872","1682101","1661771","458040","397416","1284765","2059107","551436","279879","271557","80639","64794","189175","362261",3855457.000000000000000,4109750.000000000000000
"166","22",Chhattisgarh,"408",Rajnandgaon,"1537133","762855","774278","156623","405194","272512","1264621","269016","134638","134378","27309","73415","40326","228690",2049051.000000000000000,1804391.000000000000000
"167","21",Odisha,"390",Kandhamal,"733110","359945","373165","115544","392820","72279","660831","142353","71041","71312","21168","82259","12342","130011",612523.000000000000000,773412.000000000000000
"168","22",Chhattisgarh,"407",Kabeerdham,"822526","412058","410468","119798","167043","87395","735131","158390","79715","78675","24041","33788","15156","143234",825540.000000000000000,1139129.000000000000000
"169","22",Chhattisgarh,"406",Bilaspur,"2663629","1351574","1312055","552992","498469","679870","1983759","492837","251186","241651","112570","93403","105481","387356",2613108.000000000000000,3167984.000000000000000
"170","22",Chhattisgarh,"404",Korba,"1206640","612915","593725","124679","493559","446290","760350","208183","105474","102709","21989","89835","70099","138084",1599273.000000000000000,1337538.000000000000000
"171","22",Chhattisgarh,"401",Surguja,"2359886","1193129","1166757","115652","1300628","242921","2116965","448617","228139","220478","22426","254753","41254","407363",2536566.000000000000000,2664704.000000000000000
"172","22",Chhattisgarh,"400",Koriya,"658917","334737","324180","54776","304280","205299","453618","114849","58357","56492","9799","55680","32560","82289",671433.999999999883585,769848.000000000000000
"173","21",Odisha,"394",Nuapada,"610382","301962","308420","82159","206327","34054","576328","107187","53520","53667","14440","39735","5179","102008",716334.000000000116415,642755.000000000000000
"174","21",Odisha,"385",Nayagarh,"962789","502636","460153","136399","58691","79738","883051","145372","75591","69781","22385","10685","11164","134208",881206.000000000116415,995601.999999999883585
"175","21",Odisha,"386",Khordha,"2251673","1167137","1084536","297472","115051","1084316","1167357","317454","164796","152658","47372","25199","143135","174319",2914443.000000000000000,2590945.000000000000000
"176","21",Odisha,"387",Puri,"1698730","865380","833350","325133","6129","264930","1433800","246000","126257","119743","52614","1668","35787","210213",1612250.000000000000000,1937247.000000000000000
"177","21",Odisha,"380",Jagatsinghapur,"1136971","577865","559106","248152","7862","115980","1020991","154541","79514","75027","36788","1759","16877","137664",1276518.000000000000000,1237195.000000000000000
"178","21",Odisha,"379",Kendrapara,"1440361","717814","722547","309780","9484","83534","1356827","220983","112404","108579","51957","2448","12195","208788",1270113.000000000000000,1551222.000000000000000
"179","21",Odisha,"381",Cuttack,"2624470","1352760","1271710","498633","93745","736047","1888423","363243","185952","177291","75562","18979","92649","270594",2914535.000000000000000,2529601.000000000000000
"180","21",Odisha,"383",Dhenkanal,"1192811","612593","580218","234079","162056","117506","1075305","179778","91898","87880","38797","31490","15690","164088",1076616.000000000000000,1278042.000000000000000
"181","21",Odisha,"384",Anugul,"1273821","655718","618103","239552","179603","206546","1067275","204117","105020","99097","42335","35845","29737","174380",1498568.000000000000000,1355966.000000000000000
"182","21",Odisha,"372",Sambalpur,"1041099","526877","514222","191827","355261","308093","733006","153825","78236","75589","28979","59659","42192","111633",1309037.000000000000000,1137683.000000000000000
"183","21",Odisha,"374",Sundargarh,"2093437","1061147","1032290","191660","1062349","738097","1355340","342843","172933","169910","30698","192099","106252","236591",2207865.000000000000000,2247919.000000000000000
"184","21",Odisha,"375",Kendujhar,"1801733","906487","895246","209357","818878","253059","1548674","302271","152790","149481","33434","158184","39228","263043",1895507.999999999767169,1940674.000000000000000
"185","21",Odisha,"382",Jajapur,"1827192","926034","901158","433387","151432","135097","1692095","278103","142272","135831","70727","31863","20181","257922",1635486.000000000000000,1937059.000000000000000
"186","21",Odisha,"378",Bhadrak,"1506337","760260","746077","334896","30428","185838","1320499","245751","124708","121043","59686","6335","29851","215900",1314549.000000000000000,1609619.000000000000000
"187","21",Odisha,"377",Baleshwar,"2320529","1185787","1134742","478586","275678","253293","2067236","380118","193514","186604","86104","56063","36988","343130",2535682.000000000000000,2429827.000000000000000
"188","19",West Bengal,"340",Puruliya,"2930115","1496996","1433119","567767","540652","373314","2556801","496503","253285","243218","102013","92791","57608","438895",3081770.000000000000000,3161709.000000000000000
"189","19",West Bengal,"344",Paschim Medinipur,"5913457","3007885","2905572","1128269","880015","722686","5190771","903109","459339","443770","186622","146276","92468","810641",7368967.000000000000000,6329658.000000000000000
"190","19",West Bengal,"338",Hugli,"5519145","2814653","2704492","1344021","229243","2128499","3390646","733734","373367","360367","202955","36809","257369","476365",5513218.000000000000000,5593209.000000000000000
"191","19",West Bengal,"336",Nadia,"5167600","2653768","2513832","1546917","140700","1438873","3728727","751121","382968","368153","227651","23908","172337","578784",5535288.000000000000000,5707808.000000000000000
"192","19",West Bengal,"343",South Twenty Four Parganas,"8161961","4173778","3988183","2464032","96976","2087773","6074188","1324061","674607","649454","374107","17184","289483","1034578",6904728.000000000000000,7483443.000000000000000
"193","19",West Bengal,"335",Barddhaman,"7717563","3966889","3750674","2115719","489447","3078299","4639264","1115008","571227","543781","337453","84160","425286","689722",7913113.000000000000000,7933314.000000000000000
"194","19",West Bengal,"334",Birbhum,"3502404","1790920","1711484","1033140","242484","449448","3052956","576701","295019","281682","175418","45114","63155","513546",3698620.000000000000000,3834732.000000000000000
"195","19",West Bengal,"329",Koch Bihar,"2819086","1451542","1367544","1414336","18125","289434","2529652","459568","234273","225295","227119","3127","35511","424057",2626946.000000000000000,2880385.000000000000000
"196","19",West Bengal,"327",Darjiling,"1846823","937259","909564","317275","397389","727963","1118860","288110","147219","140891","53493","62372","106515","181595",2166836.000000000000000,2205613.000000000000000
"197","19",West Bengal,"345",Purba Medinipur,"5095875","2629834","2466041","745434","27952","592714","4503161","782405","399315","383090","125977","4655","86208","696197",4041554.000000000000000,5335759.999999999068677
"198","19",West Bengal,"337",North Twenty Four Parganas,"10009781","5119389","4890392","2169084","264597","5732162","4277619","1349016","690499","658517","305227","42668","681831","667185",10797420.000000000000000,11092158.000000000000000
"199","19",West Bengal,"333",Murshidabad,"7103807","3627564","3476243","897534","91035","1400692","5703115","1311486","666613","644873","153780","17787","252550","1058936",7270659.000000000000000,7434145.000000000000000
"200","13",Nagaland,"267",Tuensang,"196596","101933","94663","0","190916","36774","159822","43197","22681","20516","0","42436","7672","35525",187258.000000000000000,174097.000000000000000
"201","13",Nagaland,"264",Wokha,"166343","84505","81838","0","156621","35004","131339","31335","15917","15418","0","29702","6119","25216",151796.000000000000000,146466.000000000000000
"202","13",Nagaland,"266",Phek,"163418","83743","79675","0","157146","24575","138843","34157","17781","16376","0","33379","4904","29253",148752.000000000000000,146511.000000000000000
"203","13",Nagaland,"265",Dimapur,"378811","197394","181417","0","223989","197869","180942","67360","34517","32843","0","40859","32115","35245",407696.999999999941792,389166.000000000000000
"204","13",Nagaland,"271",Peren,"95219","49714","45505","0","84242","13790","81429","20103","10616","9487","0","18001","2978","17125",52429.000000000000000,80173.000000000000000
"205","9",Uttar Pradesh,"144",Mahamaya Nagar,"1564708","836127","728581","387554","268","332693","1232015","318261","171951","146310","83253","41","62281","255980",1834217.000000000000000,1715096.000000000000000
"206","9",Uttar Pradesh,"158",Rae Bareli,"3405559","1752542","1653017","1030367","1756","307995","3097564","685348","356295","329053","220160","344","51441","633907",3477951.000000000000000,3755126.000000000000000
"207","1",Jammu & Kashmir,"0",NA,,,,,,,,,,,,,,,,
"208","20",Jharkhand,"368",Pashchimi Singhbhum,"1502338","749385","752953","56986","1011296","218034","1284304","301267","153254","148013","10589","213802","35879","265388",1573885.000000000000000,1673010.000000000000000
"209","20",Jharkhand,"356",Lohardaga,"461790","232629","229161","15330","262734","57411","404379","102470","52134","50336","3465","60797","10640","91830",492024.999999999941792,587037.000000000000000
"210","20",Jharkhand,"353",Pakur,"900422","452661","447761","28469","379054","67512","832910","187287","96075","91212","5825","74790","13285","174002",872398.000000000116415,1006171.000000000000000
"211","29",Karnataka,"581",Kolar,"1536401","776396","760005","465867","78875","480073","1056328","228594","116728","111866","71163","12672","72537","156057",1664726.000000000000000,1715224.000000000000000
"212","29",Karnataka,"555",Belgaum,"4779661","2423063","2356598","577418","297198","1211195","3568466","740112","385719","354393","96125","49986","173942","566170",4973553.000000000000000,5139714.000000000000000
"213","32",Kerala,"599",Pathanamthitta,"1197412","561716","635696","164465","8108","131613","1065799","135833","69178","66655","19774","1092","15127","120706",1205504.000000000000000,1156966.000000000000000
"214","32",Kerala,"598",Alappuzha,"2127789","1013142","1114647","201211","6574","1148146","979643","254233","129546","124687","23710","832","137758","116475",2051373.000000000000000,2015969.000000000000000
"215","32",Kerala,"595",Ernakulam,"3282388","1619557","1662831","268411","16559","2234363","1048025","388973","198461","190512","30787","2265","265089","123884",3209549.000000000000000,3095808.000000000000000
"216","32",Kerala,"592",Malappuram,"4112920","1960328","2152592","308266","22990","1817211","2295709","667450","340608","326842","43983","3793","292268","375182",4328273.000000000000000,4185144.000000000465661
"217","27",Maharashtra,"531",Sangli,"2822143","1435728","1386415","353093","18333","719357","2102786","399721","216083","183638","52841","2983","99456","300265",3143588.000000000000000,3073251.000000000000000
"218","27",Maharashtra,"528",Ratnagiri,"1615069","761121","853948","66948","20374","263723","1351346","239861","122870","116991","9921","3784","36976","202885",1670689.000000000000000,1727932.000000000232831
"219","27",Maharashtra,"526",Solapur,"4317756","2227852","2089904","649745","77592","1399091","2918665","665681","353008","312673","105851","13650","209213","456468",4633428.000000000000000,4799994.000000000000000
"220","27",Maharashtra,"525",Osmanabad,"1657576","861535","796041","265184","36039","281057","1376519","256314","135684","120630","43065","6892","46471","209843",1814348.000000000232831,1869354.000000000000000
"221","27",Maharashtra,"524",Latur,"2454196","1273140","1181056","480913","57488","624980","1829216","406792","214402","192390","85261","10283","107387","299405",2721033.000000000000000,2794749.000000000000000
"222","27",Maharashtra,"513",Parbhani,"1836086","942870","893216","247308","40514","569806","1266280","311049","161952","149097","44355","7556","97162","213887",1963329.000000000000000,1987837.000000000000000
"223","27",Maharashtra,"521",Pune,"9429408","4924105","4505303","1180703","348876","5751182","3678226","1234374","654712","579662","174876","57610","715383","518991",10006915.000000000000000,10239918.000000000000000
"224","27",Maharashtra,"520",Raigarh,"2634200","1344345","1289855","134952","305125","970195","1664005","376530","195608","180922","19471","55266","132022","244508",2746638.000000000000000,2827840.000000000000000
"225","27",Maharashtra,"517",Thane,"11060148","5865078","5195070","730089","1542451","8514678","2545470","1575655","827273","748382","103267","302245","1140490","435165",12186122.000000000000000,11961108.000000000000000
"226","27",Maharashtra,"519",Mumbai,"3085411","1684608","1400803","219934","25093","3085411","0","355284","187187","168097","27090","3272","355284","0",3006364.000000000000000,2856935.999999999534339
"227","27",Maharashtra,"512",Hingoli,"1177345","606294","571051","182565","111954","178733","998612","204052","106573","97479","32651","21889","32314","171738",1240693.000000000000000,1332646.000000000000000
"228","27",Maharashtra,"502",Washim,"1197160","620302","576858","229462","80471","211413","985747","198838","104684","94154","39605","15638","34882","163956",1109618.000000000000000,1161181.000000000000000
"229","27",Maharashtra,"506",Bhandara,"1200334","605520","594814","200372","88886","233831","966503","171748","87807","83941","27464","14372","31898","139850",1502291.999999999767169,1480730.000000000000000
"230","27",Maharashtra,"503",Amravati,"2888445","1480768","1407677","506374","404128","1037287","1851158","426069","219401","206668","72273","82440","145087","280982",2938071.000000000000000,3104372.000000000000000
"231","27",Maharashtra,"499",Jalgaon,"4229917","2197365","2032552","389273","604367","1342711","2887206","657226","354542","302684","62739","117416","197402","459824",4243071.000000000000000,4407946.000000000000000
"232","27",Maharashtra,"508",Gadchiroli,"1072942","541328","531614","120745","415306","118033","954909","176228","90398","85830","17698","80027","17803","158425",1123666.000000000000000,1160995.000000000000000
"233","27",Maharashtra,"530",Kolhapur,"3876001","1980658","1895343","504461","30206","1230009","2645992","524748","285252","239496","71808","4407","161995","362753",3884739.000000000000000,4222192.000000000000000
"234","27",Maharashtra,"509",Chandrapur,"2204307","1123834","1080473","348365","389441","775378","1428929","307783","159180","148603","46973","58878","105000","202783",2278710.000000000000000,2348831.000000000000000
"235","27",Maharashtra,"505",Nagpur,"4653570","2384975","2268595","867713","437571","3178759","1474811","626927","324229","302698","114399","65061","420967","205960",4938418.000000000000000,5089994.999999999068677
"236","14",Manipur,"274",Churachandpur,"274143","138820","135323","443","254787","18357","255786","46445","23795","22650","82","43988","2839","43606",283076.000000000000000,327938.000000000000000
"237","14",Manipur,"276",Thoubal,"422168","210845","211323","40593","1808","151333","270835","75556","38431","37125","6375","246","25417","50139",431938.000000000000000,455828.000000000000000
"238","14",Manipur,"279",Ukhrul,"183998","94718","89280","248","173606","27187","156811","34454","17950","16504","33","33033","5494","28960",191927.000000000000000,202045.000000000000000
"239","14",Manipur,"272",Senapati,"479148","247323","231825","1000","419210","7476","471672","92239","48435","43804","211","80327","1367","90872",197251.000000000000000,478310.000000000000000
"240","14",Manipur,"277",Imphal West,"517992","255054","262938","16530","24161","322879","195113","76053","38764","37289","2545","3764","44666","31387",622527.000000000000000,633150.000000000116415
"241","14",Manipur,"278",Imphal East,"456113","226094","230019","15839","27657","183207","272906","73016","36845","36171","2875","4560","26529","46487",470866.000000000000000,476660.000000000000000
"242","2",Himachal Pradesh,"25",Lahul & Spiti,"31564","16588","14976","2235","25707","0","31564","4120","2050","2070","268","3575","0","4120",33159.000000000000000,34372.000000000000000
"243","2",Himachal Pradesh,"23",Chamba,"519080","261320","257760","111690","135500","36108","482972","88360","45246","43114","20149","23612","5557","82803",532868.000000000000000,543291.000000000000000
"244","2",Himachal Pradesh,"29",Una,"521173","263692","257481","115491","8601","44913","476260","76089","41369","34720","17945","1452","6245","69844",503858.000000000000000,575269.000000000000000
"245","2",Himachal Pradesh,"26",Kullu,"437903","225452","212451","122659","16822","41391","396512","65485","33451","32034","20108","2196","5341","60144",490286.000000000000000,451711.000000000058208
"246","2",Himachal Pradesh,"33",Shimla,"814010","425039","388971","215777","8755","201351","612659","111638","58292","53346","33298","1527","26141","85497",858620.000000000000000,862739.000000000000000
"247","2",Himachal Pradesh,"24",Kangra,"1510075","750591","759484","319385","84564","86281","1423794","209917","113941","95976","47384","12652","11899","198018",1617695.000000000000000,1587607.000000000000000
"248","15",Mizoram,"286",Lunglei,"161428","82891","78537","178","153533","68752","92676","29047","14858","14189","30","28264","11043","18004",160171.000000000000000,174854.000000000000000
"249","15",Mizoram,"282",Kolasib,"83955","42918","41037","84","73609","46878","37077","14541","7397","7144","12","12637","7807","6734",63621.000000000000000,105504.000000000000000
"250","15",Mizoram,"284",Champhai,"125745","63388","62357","17","123466","48529","77216","22462","11339","11123","0","22113","8146","14316",158384.000000000000000,145206.000000000000000
"251","6",Haryana,"78",Fatehabad,"942011","495360","446651","284357","0","179588","762423","155780","84880","70900","53778","0","27428","128352",1198316.000000000232831,1087882.000000000000000
"252","6",Haryana,"80",Hisar,"1743931","931562","812369","408785","0","553488","1190443","282090","153990","128100","76403","0","82320","199770",1623405.000000000000000,1897333.000000000000000
"253","6",Haryana,"85",Rewari,"900332","474335","425997","182606","0","233430","666902","140517","78369","62148","31741","0","35922","104595",897096.000000000000000,1014709.000000000000000
"254","17",Meghalaya,"294",East Garo Hills,"317917","161223","156694","509","305180","44192","273725","65596","33439","32157","88","63347","8765","56831",226430.000000000000000,322018.000000000000000
"255","17",Meghalaya,"293",West Garo Hills,"643291","324159","319132","8810","474009","74858","568433","129602","65603","63999","1622","95519","12955","116647",657886.000000000116415,776409.999999999883585
"256","17",Meghalaya,"296",West Khasi Hills,"383461","193715","189746","168","375097","43105","340356","85834","43527","42307","20","84253","9764","76070",420280.999999999941792,482884.999999999941792
"257","17",Meghalaya,"298",East Khasi Hills,"825922","410749","415173","5642","661158","366481","459441","154630","78038","76592","1023","131476","57061","97569",730523.000000000000000,937876.000000000000000
"258","16",Tripura,"289",West Tripura,"1725739","879428","846311","338094","431944","677638","1048101","241055","123065","117990","48263","69332","81600","159455",1938863.000000000000000,1806969.000000000000000
"259","16",Tripura,"292",North Tripura,"693947","352860","341087","114968","179426","120285","573662","113454","57698","55756","18340","34474","15826","97628",504415.000000000058208,667209.999999999883585
"260","12",Arunachal Pradesh,"246",West Kameng,"83947","46155","37792","0","46380","15932","68015","14634","7300","7334","0","9411","2827","11807",73841.000000000000000,93777.000000000000000
"261","12",Arunachal Pradesh,"250",West Siang,"112274","58168","54106","0","92783","24968","87306","22759","11387","11372","0","19824","4563","18196",137943.000000000000000,124228.000000000000000
"262","12",Arunachal Pradesh,"249",Upper Subansiri,"83448","41758","41690","0","78323","13405","70043","18419","9418","9001","0","17616","2905","15514",83130.000000000000000,95466.000000000000000
"263","12",Arunachal Pradesh,"248",Papum PAre,"176573","89182","87391","0","117216","96963","79610","35072","17329","17743","0","25876","17683","17389",158678.000000000000000,179146.000000000000000
"264","12",Arunachal Pradesh,"253",Changlang,"148226","76948","71278","0","53878","19228","128998","29005","14789","14216","0","10455","3297","25708",164750.000000000000000,155088.000000000000000
"265","12",Arunachal Pradesh,"251",East Siang,"99214","50116","49098","0","69979","27635","71579","19145","9675","9470","0","13650","5323","13822",126786.000000000000000,112228.000000000000000
"266","12",Arunachal Pradesh,"254",Tirap,"111975","57604","54371","0","98372","20810","91165","23550","12093","11457","0","21581","3899","19651",111505.000000000000000,117465.000000000000000
"267","12",Arunachal Pradesh,"258",Lower Dibang Valley,"54080","28053","26027","0","25974","11389","42691","10882","5520","5362","0","5630","2451","8431",70196.000000000000000,63596.000000000000000
"268","18",Assam,"317",Karimganj,"1228686","625864","602822","157890","1940","109700","1118986","230191","116995","113196","27858","378","14773","215418",1315106.000000000000000,1426181.000000000000000
"269","18",Assam,"318",Hailakandi,"659296","337890","321406","70659","691","48140","611156","127560","64335","63225","12503","119","6630","120930",644687.000000000000000,788025.000000000000000
"270","18",Assam,"313",Golaghat,"1066888","543161","523727","62298","111765","97736","969152","181521","92439","89082","10629","20479","13495","168026",1204513.000000000000000,1169203.000000000000000
"271","18",Assam,"305",Nagaon,"2823768","1439112","1384656","266350","115153","369534","2454234","545456","276993","268463","45618","20563","52796","492660",2755012.000000000000000,2737614.000000000000000
"272","18",Assam,"322",Kamrup Metropolitan,"1253938","647585","606353","101789","75121","1037011","216927","168812","86535","82277","15792","10999","132486","36326",1645424.000000000000000,1426853.000000000000000
"273","18",Assam,"306",Sonitpur,"1924110","983904","940206","109130","232207","173845","1750265","341869","173590","168279","18424","43121","22950","318919",1982016.000000000000000,2084899.999999999767169
"274","18",Assam,"326",Udalguri,"831668","421617","410051","37844","267372","37574","794094","147992","75181","72811","6642","44919","5461","142531",980149.000000000000000,774556.000000000000000
"275","18",Assam,"325",Darrang,"928500","475273","453227","40260","8419","55494","873006","181983","93498","88485","6940","1412","8115","173868",857515.000000000000000,1031223.000000000000000
"276","18",Assam,"324",Baksa,"950075","481330","468745","73083","331007","12242","937833","165784","84368","81416","13048","56343","2022","163762",1204627.000000000000000,950568.000000000000000
"277","18",Assam,"323",Nalbari,"771639","396006","375633","60216","23364","82730","688909","126462","64548","61914","9558","3898","11197","115265",997553.999999999883585,800270.000000000116415
"278","18",Assam,"320",Chirang,"482162","244860","237302","35135","178688","35337","446825","91933","46979","44954","6851","33163","5445","86488",1092855.000000000000000,457000.000000000000000
"279","18",Assam,"301",Dhubri,"1949258","997848","951410","70395","6332","203701","1745557","388594","200577","188017","11674","985","29849","358745",1777939.999999999767169,2066422.000000000000000
"280","10",Bihar,"207",Madhubani,"4487379","2329313","2158066","587158","3990","161495","4325884","987366","513823","473543","139134","845","32308","955058",6268965.000000000000000,5404565.000000000931323
"281","10",Bihar,"211",Purnia,"3264619","1699370","1565249","390991","139490","343005","2921614","724514","376426","348088","89896","31111","66065","658449",3512870.000000000000000,3842872.000000000465661
"282","10",Bihar,"216",Muzaffarpur,"4801062","2527497","2273565","751975","5979","473437","4327625","1001660","525873","475787","165944","1178","83705","917955",5152897.000000000000000,5510000.000000000931323
"283","10",Bihar,"219",Saran,"3951862","2022821","1929041","474066","36786","353202","3598660","865403","446378","419025","109911","8524","69994","795409",3816059.000000000000000,4618484.000000000000000
"284","10",Bihar,"226",Munger,"1367765","729041","638724","183846","21404","380120","987645","278078","147948","130130","40056","4823","68639","209439",1377767.000000000000000,1595203.000000000000000
"285","10",Bihar,"231",Bhojpur,"2728407","1430380","1298027","425402","13977","389861","2338546","572997","301958","271039","94258","3129","76224","496773",3015658.000000000000000,3261483.000000000000000
"286","10",Bihar,"233",Kaimur,"1626384","847006","779378","369088","57981","65571","1560813","355781","186270","169511","85072","13065","13689","342092",1646505.000000000000000,1791308.000000000232831
"287","10",Bihar,"234",Rohtas,"2959918","1543546","1416372","549546","31650","427765","2532153","634058","330453","303605","125181","7339","86117","547941",2962371.000000000000000,3388506.000000000000000
"288","10",Bihar,"236",Gaya,"4391418","2266566","2124852","1334351","3098","581601","3809817","933465","483619","449846","300594","613","105156","828309",4393721.000000000000000,4911158.000000000000000
"289","10",Bihar,"237",Nawada,"2219146","1144668","1074478","565112","2045","215579","2003567","491979","255859","236120","132247","461","44847","447132",2202916.000000000000000,2561517.000000000000000
"290","10",Bihar,"238",Jamui,"1760405","916064","844341","302649","78793","145333","1615072","370507","194211","176296","65300","17419","28682","341825",1877676.000000000232831,1977082.000000000000000
"291","10",Bihar,"240",Arwal,"700843","363497","337346","141314","590","51849","648994","150440","78351","72089","31749","111","11055","139385",663444.000000000000000,834238.000000000116415
"292","10",Bihar,"203",Pashchim Champaran,"3935042","2061110","1873932","553944","250046","393165","3541877","876364","458204","418160","125376","55321","80294","796070",4380622.000000000000000,4487923.000000000000000
"293","10",Bihar,"204",Purba Champaran,"5099371","2681209","2418162","649726","12461","401343","4698028","1140845","603303","537542","148955","2785","82834","1058011",5959618.000000000000000,5936500.000000000000000
"294","10",Bihar,"209",Araria,"2811569","1463333","1348236","382654","38848","168777","2642792","639901","332018","307883","89326","8740","34653","605248",3741815.000000000000000,3393405.000000000000000
"295","30",Goa,"586",South Goa,"640537","322463","318074","7843","92669","413733","226804","79244","40879","38365","1063","12226","51743","27501",849376.000000000000000,648507.000000000000000
"296","24",Gujarat,"491",Valsad,"1705678","887222","818456","38237","902794","635501","1070177","265766","139145","126621","5110","154732","89457","176309",1753840.000000000000000,1927809.000000000000000
"297","24",Gujarat,"490",Navsari,"1329672","678165","651507","35464","639659","409137","920535","179763","94133","85630","4334","92865","52528","127235",1240586.000000000000000,1465786.000000000000000
"298","24",Gujarat,"493",Tapi,"807022","402188","404834","8168","679320","79487","727535","120481","61712","58769","1212","102212","11297","109184",1061317.000000000000000,860854.000000000116415
"299","24",Gujarat,"492",Surat,"6081322","3402224","2679098","158115","856952","4849213","1232109","852712","470804","381908","22473","137317","668042","184670",6166690.000000000000000,6678300.000000000000000
"300","24",Gujarat,"487",Narmada,"590297","301086","289211","8733","481392","61872","528425","104489","54249","50240","1100","89466","9704","94785",435072.999999999941792,652358.000000000116415
"301","24",Gujarat,"488",Bharuch,"1551019","805707","745312","62235","488194","524959","1026060","241954","127278","114676","8676","83927","77379","164575",1930357.000000000000000,1729419.000000000000000
"302","24",Gujarat,"486",Vadodara,"4165626","2153736","2011890","221629","1149901","2065771","2099855","622331","333190","289141","30935","208188","274645","347686",4318913.000000000000000,4619711.000000000000000
"303","24",Gujarat,"485",Dohad,"2127086","1068651","1058435","41444","1580850","191625","1935461","442783","224889","217894","8091","344628","32075","410708",1705059.999999999767169,2341103.000000000000000
"304","24",Gujarat,"484",Panch Mahals,"2390776","1226961","1163815","100446","721604","334827","2055949","428244","222666","205578","16324","145400","54249","373995",3022342.000000000000000,2642503.000000000000000
"305","24",Gujarat,"483",Kheda,"2299885","1185727","1114158","115631","40336","523609","1776276","366822","196755","170067","17379","7462","76865","289957",2260143.000000000000000,2541018.000000000000000
"306","24",Gujarat,"472",Sabar Kantha,"2428589","1244231","1184358","187685","542156","363720","2064869","407249","216887","190362","29333","110380","57353","349896",2549145.000000000000000,2706000.000000000000000
"307","24",Gujarat,"473",Gandhinagar,"1391753","723864","667889","108608","18204","600627","791126","207936","114920","93016","15035","2939","84124","123812",2245431.000000000000000,1493994.000000000000000
"308","24",Gujarat,"474",Ahmadabad,"7214225","3788051","3426174","759483","89138","6063047","1151178","1043285","572422","470863","111189","14557","845160","198125",7418578.000000000000000,8020084.000000000000000
"309","24",Gujarat,"481",Bhavnagar,"2880365","1490201","1390164","157034","9110","1182401","1697964","500517","266465","234052","27187","1585","185343","315174",2636240.000000000000000,3161172.000000000000000
"310","24",Gujarat,"480",Amreli,"1514190","771049","743141","132915","7322","386635","1127555","242875","128111","114764","24074","1254","60634","182241",1938234.000000000000000,1155083.000000000000000
"311","24",Gujarat,"479",Junagadh,"2743082","1404356","1338726","265793","55571","906412","1836670","456199","240065","216134","48849","10302","145208","310991",2832657.000000000000000,3594676.000000000000000
"312","24",Gujarat,"475",Surendranagar,"1756268","909917","846351","179461","21453","496916","1259352","307016","164109","142907","30915","4650","76064","230952",1834591.000000000000000,1914636.000000000232831
"313","24",Gujarat,"471",Mahesana,"2035064","1056520","978544","162288","9392","514330","1520734","313202","174133","139069","25546","1543","73466","239736",1979390.000000000000000,2259152.000000000000000
"314","24",Gujarat,"470",Patan,"1343734","694397","649337","123408","13303","281081","1062653","233541","125446","108095","21938","2529","42581","190960",1188419.999999999767169,1500209.000000000000000
"315","24",Gujarat,"0",Null,,,,,,,,,,,,,,,,
"316","24",Gujarat,"469",Banas Kantha,"3120506","1610379","1510127","327460","284155","414915","2705591","609839","321682","288157","65582","66217","71087","538752",2987182.000000000000000,3431335.999999999534339
"317","33",Tamil Nadu,"629",Kanniyakumari,"1870374","926345","944029","74249","7282","1539802","330572","235470","119260","116210","9545","1022","193572","41898",2034272.000000000000000,2032993.000000000000000
"318","24",Gujarat,"468",Kachchh,"2092371","1096737","995634","258859","24228","728535","1363836","355116","186119","168997","48788","4570","112363","242753",2169025.000000000000000,2288438.000000000000000
"319","20",Jharkhand,"346",Garhwa,"1322784","683575","639209","319946","205874","69670","1253114","299921","153392","146529","74662","49814","13468","286453",1456079.000000000000000,1425177.000000000000000
